,type,Name,year,director,address,lat,lon,borough,complaints.count.freq,Style_Sec,Mat_Prim,Use_Orig,nbhd,imdb,TEL,URL,system
837,Museum,Yeshiva University Museum,,,15 W. 16th St.,40.73804568,-73.99381737,,NA,,,,,,(212) 294-8330,http://www.yumuseum.org/,NA
838,Museum,Center For Jewish History,,,15 W. 16th St.,40.73798676,-73.99386877,,NA,,,,,,(212) 294-8301,http://www.cjh.org,NA
839,library,115th Street,NA,NA,West 115th Street,40.802,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
840,library,125th Street,NA,NA,East 125th Street,40.803,-73.93,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
841,library,53rd Street,NA,NA,West 53rd Street,40.76,-73.97,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
842,library,58th Street,NA,NA,East 58th Street,40.762,-73.96,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
843,library,67th Street,NA,NA,East 67th Street,40.764,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
844,library,96th Street,NA,NA,East 96th Street,40.785,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
845,library,Aguilar,NA,NA,East 110th Street,40.794,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
846,library,Allerton,NA,NA,Barnes Avenue,40.866,-73.86,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
847,library,Andrew Heiskell Braille and Talking Book,NA,NA,West 20th Street,40.74,-73.99,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
848,library,Battery Park City Library,NA,NA,North End Avenue,40.715,-74.01,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
849,library,Baychester,NA,NA,Asch Loop North,40.87,-73.82,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
850,library,Belmont Library and Enrico Fermi Cultural Center,NA,NA,East 186th Street,40.854,-73.88,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
851,library,Bloomingdale,NA,NA,West 100th Street,40.795,-73.96,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
852,library,Bronx Library Center,NA,NA,East Kingsbridge Road,40.862,-73.89,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
853,library,Castle Hill,NA,NA,Castle Hill Avenue,40.826,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
854,library,Chatham Square,NA,NA,East Broadway,40.713,-73.99,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
855,library,City Island,NA,NA,City Island Avenue,40.847,-73.78,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
856,library,Clason's Point,NA,NA,Morrison Avenue,40.829,-73.87,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
857,library,Columbus,NA,NA,10th Avenue,40.764,-73.99,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
858,library,Countee Cullen,NA,NA,West 136th Street,40.814,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
859,library,Dongan Hills,NA,NA,Richmond Road,40.59,-74.1,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
860,library,Eastchester,NA,NA,East Gun Hill Road,40.87,-73.84,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
861,library,Edenwald,NA,NA,East 233rd Street,40.888,-73.84,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
862,library,Epiphany,NA,NA,East 23rd Street,40.738,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
863,library,Fort Washington,NA,NA,West 179th Street,40.847,-73.93,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
864,library,Francis Martin,NA,NA,University Avenue,40.857,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
865,library,George Bruce,NA,NA,West 125th Street,40.813,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
866,library,Grand Central,NA,NA,East 46th Street,40.754,-73.97,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
867,library,Grand Concourse,NA,NA,East 173rd Street,40.844,-73.91,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
868,library,Great Kills,NA,NA,Giffords Lane,40.552,-74.15,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
869,library,Hamilton Fish Park,NA,NA,East Houston Street,40.719,-73.97,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
870,library,Hamilton Grange,NA,NA,West 145th Street,40.825,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
871,library,Harlem,NA,NA,West 124th Street,40.806,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
872,library,High Bridge,NA,NA,West 168th Street,40.837,-73.92,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
873,library,Hudson Park,NA,NA,Leroy Street,40.729,-74,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
874,library,Huguenot Park,NA,NA,Huguenot Avenue,40.534,-74.19,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
875,library,Hunts Point,NA,NA,Southern Boulevard,40.818,-73.89,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
876,library,Inwood,NA,NA,Broadway,40.865,-73.92,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
877,library,Jefferson Market,NA,NA,Avenue of the Americas,40.734,-73.99,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
878,library,Jerome Park,NA,NA,Eames Place,40.869,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
879,library,Kingsbridge,NA,NA,West 231st Street,40.88,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
880,library,Kips Bay,NA,NA,Third Avenue,40.743,-73.97,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
881,library,Macomb's Bridge,NA,NA,Adam Clayton Powell Jr. Boulevard,40.826,-73.93,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
882,library,Mariners Harbor,NA,NA,South Ave,40.634,-74.16,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
883,library,Melrose,NA,NA,Morris Avenue,40.826,-73.91,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
884,library,Mid-Manhattan,NA,NA,Fifth Avenue,40.751,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
885,library,Morningside Heights,NA,NA,Broadway,40.806,-73.96,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
886,library,Morris Park,NA,NA,Morris Park Avenue,40.848,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
887,library,Morrisania,NA,NA,East 169th Street,40.831,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
888,library,Mosholu,NA,NA,East 205th Street,40.874,-73.87,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
889,library,Mott Haven,NA,NA,East 140th Street,40.811,-73.92,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
890,library,Muhlenberg,NA,NA,West 23rd Street,40.744,-73.99,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
891,library,Mulberry Street,NA,NA,Jersey Street,40.724,-73.99,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
892,library,New Amsterdam,NA,NA,Murray Street,40.713,-74,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
893,library,New Dorp,NA,NA,New Dorp Lane,40.571,-74.11,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
894,library,"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",NA,NA,Lincoln Center Plaza,40.773,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
895,library,Ottendorfer,NA,NA,Second Avenue,40.728,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
896,library,Parkchester,NA,NA,Westchester Avenue,40.833,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
897,library,Pelham Bay,NA,NA,Middletown Road,40.844,-73.82,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
898,library,Pelham Parkway-Van Nest,NA,NA,Barnes Avenue,40.854,-73.86,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
899,library,Port Richmond,NA,NA,Bennett Street,40.637,-74.13,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
900,library,Richmondtown,NA,NA,Clarke Avenue,40.566,-74.13,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
901,library,Riverdale,NA,NA,Mosholu Avenue,40.903,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
902,library,Riverside,NA,NA,Amsterdam Avenue,40.774,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
903,library,Roosevelt Island,NA,NA,Main Street,40.761,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
904,library,Schomburg Center for Research in Black Culture,NA,NA,Malcolm X Boulevard,40.814,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
905,library,"Science, Industry and Business Library (SIBL)",NA,NA,Madison Avenue,40.748,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
906,library,Sedgwick,NA,NA,Martin Luther King Jr. Boulevard,40.849,-73.91,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
907,library,Seward Park,NA,NA,East Broadway,40.714,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
908,library,Soundview,NA,NA,Soundview Avenue,40.818,-73.86,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
909,library,South Beach,NA,NA,Robin Road,40.595,-74.06,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
910,library,Spuyten Duyvil,NA,NA,West 235th Street,40.886,-73.91,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
911,library,St. Agnes,NA,NA,Amsterdam Avenue,40.784,-73.97,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
912,library,St. George Library Center,NA,NA,Central Avenue,40.641,-74.07,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
913,library,Stapleton,NA,NA,Canal Street,40.626,-74.07,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
914,library,Stephen A. Schwarzman Building,NA,NA,Fifth Avenue at 42nd Street,40.753,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
915,library,Terence Cardinal Cooke-Cathedral,NA,NA,Lexington Avenue,40.756,-73.97,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
916,library,Throg's Neck,NA,NA,Cross Bronx Expressway Extension,40.822,-73.81,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
917,library,Todt Hill-Westerleigh,NA,NA,Victory Boulevard,40.609,-74.14,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
918,library,Tompkins Square,NA,NA,East 10th Street,40.727,-73.98,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
919,library,Tottenville,NA,NA,Amboy Road,40.509,-74.24,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
920,library,Tremont,NA,NA,Washington Avenue,40.846,-73.89,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
921,library,Van Cortlandt,NA,NA,Sedgwick Avenue,40.882,-73.89,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
922,library,Wakefield,NA,NA,Lowerre Place,40.891,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
923,library,Washington Heights,NA,NA,St. Nicholas Avenue,40.834,-73.93,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
924,library,Webster,NA,NA,York Avenue,40.77,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
925,library,West Farms,NA,NA,Honeywell Avenue,40.844,-73.88,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
926,library,West New Brighton,NA,NA,Castleton Avenue,40.634,-74.11,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
927,library,Westchester Square,NA,NA,Glebe Avenue,40.84,-73.84,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
928,library,Woodlawn Heights,NA,NA,Katonah Avenue,40.9,-73.86,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
929,library,Woodstock,NA,NA,East 160th Street,40.82,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
930,library,Yorkville,NA,NA,East 79th Street,40.773,-73.95,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL
931,library,Arlington,NA,NA,Arlington Avenue,40.68,-73.88,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
932,library,Bay Ridge,NA,NA,Ridge Boulevard,40.633,-74.02,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
933,library,Bedford,NA,NA,Franklin Avenue,40.681,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
934,library,Borough Park,NA,NA,43rd Street,40.638,-73.98,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
935,library,Brighton Beach <br> (Closed for Renovation),NA,NA,Brighton First Road,40.576,-73.96,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
936,library,Brooklyn Heights,NA,NA,Cadman Plaza West,40.695,-73.99,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
937,library,Brower Park,NA,NA,St. Marks Avenue,40.675,-73.94,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
938,library,Brownsville,NA,NA,Glenmore Avenue,40.671,-73.9,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
939,library,Bushwick,NA,NA,Bushwick Avenue,40.704,-73.93,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
940,library,Canarsie,NA,NA,Rockaway Parkway,40.642,-73.89,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
941,library,Carroll Gardens,NA,NA,Clinton Street,40.683,-73.99,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
942,library,Brooklyn Central Library,NA,NA,Grand Army Plaza,40.672,-73.96,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
943,library,Clarendon,NA,NA,Nostrand Avenue,40.635,-73.94,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
944,library,Clinton Hill,NA,NA,Washington Avenue,40.687,-73.96,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
945,library,Coney Island,NA,NA,Mermaid Avenue,40.576,-73.98,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
946,library,Cortelyou,NA,NA,Cortelyou Road,40.64,-73.96,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
947,library,Crown Heights,NA,NA,New York Avenue,40.661,-73.94,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
948,library,Cypress Hills,NA,NA,Sutter Avenue,40.672,-73.87,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
949,library,DeKalb,NA,NA,Bushwick Avenue,40.694,-73.92,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
950,library,Dyker,NA,NA,13th Avenue,40.616,-74.01,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
951,library,East Flatbush,NA,NA,Church Avenue,40.655,-73.91,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
952,library,Eastern Parkway,NA,NA,Eastern Parkway,40.668,-73.93,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
953,library,Flatbush,NA,NA,Linden Boulevard,40.651,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
954,library,Flatlands,NA,NA,Flatbush Avenue,40.619,-73.93,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
955,library,Fort Hamilton,NA,NA,Fourth Avenue,40.616,-74.03,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
956,library,Gerritsen Beach,NA,NA,Gerritsen Avenue,40.591,-73.92,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
957,library,Gravesend,NA,NA,Avenue X,40.59,-73.97,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
958,library,Greenpoint,NA,NA,Norman Avenue,40.726,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
959,library,Highlawn,NA,NA,West 13th Street,40.605,-73.98,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
960,library,Homecrest,NA,NA,Coney Island Avenue,40.595,-73.96,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
961,library,Jamaica Bay,NA,NA,Seaview Avenue,40.634,-73.88,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
962,library,Kensington,NA,NA,18th Avenue,40.631,-73.97,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
963,library,Kings Bay,NA,NA,Nostrand Avenue,40.594,-73.94,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
964,library,Kings Highway,NA,NA,Ocean Avenue,40.61,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
965,library,Leonard,NA,NA,Devoe Street,40.713,-73.94,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
966,library,Macon,NA,NA,Lewis Avenue,40.683,-73.93,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
967,library,Mapleton,NA,NA,60th Street,40.623,-73.98,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
968,library,Marcy,NA,NA,DeKalb Avenue,40.691,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
969,library,McKinley Park,NA,NA,Fort Hamilton Parkway,40.629,-74.01,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
970,library,Midwood,NA,NA,East 16th Street,40.625,-73.96,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
971,library,Mill Basin,NA,NA,Ralph Avenue,40.619,-73.91,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
972,library,New Lots,NA,NA,New Lots Avenue,40.665,-73.88,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
973,library,"New Utrecht <br> (Temporary Closed, will reopen later this Summer (2016).",NA,NA,86th Street,40.608,-74,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
974,library,Pacific,NA,NA,Fourth Avenue,40.683,-73.97,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
975,library,Paerdegat,NA,NA,East 59th Street,40.632,-73.91,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
976,library,Park Slope,NA,NA,6th Avenue,40.668,-73.98,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
977,library,Red Hook,NA,NA,Wolcott Street,40.675,-74.01,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
978,library,Rugby,NA,NA,Utica Avenue,40.648,-73.93,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
979,library,Ryder,NA,NA,23rd Avenue,40.615,-73.97,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
980,library,Saratoga,NA,NA,Thomas S. Boyland Street,40.684,-73.91,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
981,library,Sheepshead Bay,NA,NA,East 14th Street,40.587,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
982,library,Spring Creek,NA,NA,Flatlands Avenue,40.653,-73.88,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
983,library,Stone Avenue,NA,NA,Mother Gaston Boulevard,40.664,-73.9,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
984,library,Sunset Park,NA,NA,4th Avenue,40.645,-74.01,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
985,library,Ulmer Park,NA,NA,Bath Avenue,40.592,-73.98,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
986,library,Walt Whitman,NA,NA,Saint Edwards Street,40.694,-73.97,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
987,library,Washington Irving,NA,NA,Irving Avenue,40.697,-73.91,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
988,library,Williamsburgh,NA,NA,Division Avenue,40.706,-73.95,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
989,library,Windsor Terrace,NA,NA,East 5th Street,40.648,-73.97,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,BPL
990,library,Arverne,NA,NA,Beach 54 Street,40.593,-73.78,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
991,library,Astoria,NA,NA,Astoria Boulevard,40.772,-73.92,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
992,library,Auburndale,NA,NA,Francis Lewis Boulevard,40.773,-73.79,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
993,library,Baisley Park,NA,NA,Sutphin Boulevard,40.68,-73.79,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
994,library,Bay Terrace,NA,NA,Bell Boulevard,40.782,-73.77,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
995,library,Bayside,NA,NA,Northern Boulevard,40.76,-73.76,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
996,library,Bellerose,NA,NA,Hillside Avenue,40.735,-73.71,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
997,library,Briarwood,NA,NA,Main Street,40.71,-73.81,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
998,library,Broad Channel,NA,NA,Cross Bay Boulevard,40.6,-73.82,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
999,library,Broadway,NA,NA,Broadway,40.758,-73.91,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1000,library,Cambria Heights,NA,NA,Linden Boulevard,40.695,-73.74,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1001,library,Queens Central Library,NA,NA,Merrick Boulevard,40.707,-73.79,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1002,library,Corona,NA,NA,104 Street,40.75,-73.86,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1003,library,Court Square,NA,NA,Jackson Avenue,40.746,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1004,library,Douglaston/Little Neck,NA,NA,Northern Boulevard,40.768,-73.73,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1005,library,East Elmhurst,NA,NA,Astoria Boulevard,40.762,-73.87,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1006,library,East Flushing,NA,NA,Northern Boulevard,40.757,-73.78,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1007,library,Elmhurst <br> (Temporary location due to renovations),NA,NA,51 Avenue,40.738,-73.87,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1008,library,Far Rockaway,NA,NA,Central Avenue,40.604,-73.75,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1009,library,Flushing,NA,NA,Main Street,40.757,-73.82,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1010,library,Forest Hills,NA,NA,71 Avenue,40.722,-73.84,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1011,library,Fresh Meadows,NA,NA,Horace Harding Expressway,40.741,-73.78,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1012,library,Glen Oaks,NA,NA,Union Turnpike,40.745,-73.71,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1013,library,Glendale,NA,NA,73 Place,40.702,-73.87,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1014,library,Hillcrest,NA,NA,Union Turnpike,40.729,-73.78,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1015,library,Hollis,NA,NA,Hillside Avenue,40.72,-73.76,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1016,library,Howard Beach,NA,NA,156 Avenue,40.663,-73.84,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1017,library,Jackson Heights,NA,NA,81 Street,40.75,-73.88,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1018,library,Kew Gardens Hills <br> (Temporary location),NA,NA,Main Street,40.726,-73.82,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1019,library,Langston Hughes,NA,NA,Northern Boulevard,40.757,-73.86,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1020,library,Laurelton,NA,NA,225 Street,40.676,-73.74,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1021,library,Lefferts,NA,NA,Lefferts Boulevard,40.686,-73.82,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1022,library,Lefrak City,NA,NA,57 Avenue,40.737,-73.86,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1023,library,Long Island City,NA,NA,21 Street,40.757,-73.93,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1024,library,Maspeth,NA,NA,Grand Avenue,40.726,-73.89,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1025,library,McGoldrick,NA,NA,Roosevelt Avenue,40.763,-73.8,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1026,library,Middle Village,NA,NA,Metropolitan Avenue,40.712,-73.88,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1027,library,Mitchell-Linden,NA,NA,Union Street,40.769,-73.82,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1028,library,North Forest Park,NA,NA,Metropolitan Avenue,40.711,-73.85,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1029,library,North Hills,NA,NA,Marathon Parkway,40.759,-73.73,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1030,library,Ozone Park <br> (Closed for renovations),NA,NA,Rockaway Boulevard,40.68,-73.84,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1031,library,Peninsula,NA,NA,Rockaway Beach Boulevard,40.585,-73.81,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1032,library,Pomonok,NA,NA,Jewel Avenue,40.732,-73.81,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1033,library,Poppenhusen,NA,NA,14 Avenue,40.786,-73.84,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1034,library,Queens Library for Teens,NA,NA,Cornaga Avenue,40.602,-73.75,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1035,library,Queens Village,NA,NA,217 Street,40.719,-73.73,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1036,library,Queensboro Hill,NA,NA,Main Street,40.742,-73.82,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1037,library,Queensbridge <br> Now a Family Literacy Center,NA,NA,41 Avenue,40.755,-73.94,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1038,library,Ravenswood <br> Now a Family Literacy Center,NA,NA,21 Street,40.76,-73.93,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
1039,library,Rego Park,NA,NA,63 Drive,40.727,-73.86,Other,NA,NA,NA,NA,NA,NA,NA,NA,QPL
